disc_number,duration_ms_x,explicit,id,is_local,is_playable,name,popularity,track_number,type_x,album_type,album_name,release_year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1,214230,True,65APjJmwAiUkCiK5tc1e9T,False,True,Grayscale,54,10,track,album,Dark Side of the Clouds,2016,rap,0.77,0.819,0,-5.325,1,0.0946,0.00866,9.14e-05,0.293,0.228,129.96,4
1,149524,False,1Y84lXBGSuri3tDPUkFwXT,False,True,Give It to Me,61,1,track,album,Agust D,2016,rap,0.657,0.751,11,-3.889,1,0.185,0.000833,1.05e-05,0.158,0.43,94.987,4
1,157361,True,3GkZT2De5vEYJNI2GUJMmw,False,True,"If You Were to Get What You Deserve, You Would Know What the Bottom of a Tire Tastes Like",54,1,track,single,I No Longer Fear the Razor Guarding My Heel (III),2016,rap,0.646,0.789,1,-4.399,1,0.0338,0.0587,0.00462,0.132,0.275,148.054,4
1,200152,True,18NAT1tvlm7T0Z032p00pG,False,True,Facts,52,1,track,album,King of Memphis,2016,rap,0.85,0.488,1,-8.53,1,0.39,0.0552,4.06e-05,0.111,0.294,140.023,4
1,215954,True,3kRJETVZOoYlCMoTY1EQGS,False,True,Can I,51,3,track,album,Lil Big Pac,2016,rap,0.731,0.697,6,-5.372,0,0.119,0.0283,0.0,0.0607,0.398,126.761,4
1,218370,True,26PuuuOngXVqnbnsvnOFUe,False,True,Doubt It,51,1,track,single,Doubt It,2016,rap,0.56,0.776,3,-6.549,0,0.564,0.508,0.0,0.0994,0.763,71.251,4
1,211888,True,7jQIEyRMj8H6QqIOYT0dHV,False,True,Put in Work,52,4,track,single,The Bubba Mathis EP,2016,rap,0.758,0.601,1,-7.634,0,0.314,0.116,0.0,0.259,0.29,168.187,4
1,197147,True,3sgUanrbJxIy0MOCRR0dju,False,True,P.S Fuck You Cunt,56,10,track,album,When the Lean Runs Out,2016,rap,0.723,0.465,11,-10.212,1,0.267,0.00084,0.0,0.115,0.302,139.901,4
1,193561,True,3VVzD0AYF1XhOrOw99PXq5,False,True,Baby Sittin,50,27,track,album,Purple Summer 2: Son Don't Shine,2016,rap,0.918,0.743,6,-3.023,1,0.142,0.108,0.0,0.121,0.805,94.064,4
1,205733,True,7qT7NUDywO7vNJNTNxqWiN,False,True,Wrist,52,6,track,album,Bobby Tarantino,2016,rap,0.854,0.685,9,-5.319,0,0.242,0.00865,4.72e-06,0.0727,0.526,139.988,4
