,disc_number,duration_ms_x,explicit,id,is_local,is_playable,name,popularity,track_number,type_x,album_type,album_name,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Genre
219,1,202204,False,6b2RcmUt1g9N9mQ3CbjX2Y,False,True,How Do You Sleep?,75,1,track,single,How Do You Sleep?,2019,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,Pop
220,1,233515,True,7ngdkrVQPgP3AoIxUrTpHT,False,True,Who Do You Love?,69,10,track,album,My Krazy Life,2014,0.68,0.411,9,-9.761,1,0.434,0.0336,0.0,0.0889,0.161,193.131,Pop
221,1,213293,False,2V4bv1fNWfTcyRJKmej6Sj,False,True,Cooler Than Me - Single Mix,77,4,track,album,31 Minutes to Takeoff,2010,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,Pop
226,1,178567,True,6Sq7ltF9Qa7SNFBsV5Cogx,False,True,Me Porto Bonito,98,3,track,album,Un Verano Sin Ti,2022,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,Pop
231,1,197946,False,4NBTZtAt1F13VvlSKe6KTl,False,True,This Feeling,74,1,track,album,Sick Boy,2018,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,Pop
236,1,191822,True,1PckUlxKqWQs3RlWXVBLw3,False,True,About Damn Time,90,1,track,single,About Damn Time,2022,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,Pop
237,1,223523,False,5PYQUBXc7NYeI1obMKSJK0,False,True,Never Really Over,72,1,track,single,Never Really Over,2019,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,Pop
238,1,196077,False,43zdsphuZLzwA9k4DJhU0I,False,True,when the party's over,84,7,track,album,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,Pop
239,1,213386,False,3GJ4hzg4lrGwU51Y3VARbF,False,True,Speechless,73,7,track,album,Dan + Shay,2018,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,Pop
240,1,121680,True,4mHgYpuGHu99Mw69E83CP2,False,True,Taking A Walk,79,2,track,album,LIFE'S A TRIP,2018,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,Pop
241,1,209320,False,2ekn2ttSfGqwhhate0LSR0,False,True,New Rules,82,10,track,album,Dua Lipa (Deluxe),2017,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,Pop
242,1,184447,False,58HvfVOeJY7lUuCqF0m3ly,False,True,MIDDLE OF THE NIGHT,90,1,track,single,MIDDLE OF THE NIGHT,2020,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,Pop
243,1,263400,False,0tgVpDi06FyKpA1z0VMD4v,False,True,Perfect,87,5,track,album,÷ (Deluxe),2017,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,Pop
244,1,226973,False,4eWQlBRaTjPPUlzacqEeoQ,False,True,Never Be the Same,74,1,track,album,Camila,2018,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,Pop
245,1,216062,True,3XgGQ1wjo5khvq2UImjyNF,False,True,ALL MINE,81,6,track,album,WASTELAND,2022,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,Pop
246,1,217306,False,1rfofaqEpACxVEHIZBJe6W,False,True,Havana (feat. Young Thug),81,4,track,album,Camila,2018,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,Pop
247,1,207904,False,4hQ6UGyWQIGJmHSo0J88JW,False,True,Back To You - From 13 Reasons Why – Season 2 Soundtrack,74,1,track,single,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,Pop
248,1,265480,True,5TxRUOsGeWeRl3xOML59Ai,False,True,ARE WE STILL FRIENDS?,82,12,track,album,IGOR,2019,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,Pop
249,1,221440,True,3swc6WTsr7rl9DqQKQA55C,False,True,Psycho (feat. Ty Dolla $ign),79,8,track,album,beerbongs & bentleys,2018,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,Pop
250,1,205920,False,2qT1uLXPVPzGgFOx4jtEuo,False,True,no tears left to cry,78,10,track,album,Sweetener,2018,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,Pop
251,1,212120,False,52okn5MNA47tk87PeZJLEL,False,True,Let You Down,80,6,track,album,Perception,2017,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,Pop
252,1,181279,False,7y9iMe8SOB6z3NoHE2OfXl,False,True,Bad At Love,74,11,track,album,hopeless fountain kingdom (Deluxe),2017,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,Pop
253,1,163870,False,7iDa6hUg2VgEL1o1HjmfBn,False,True,Meant to Be (feat. Florida Georgia Line),76,6,track,single,All Your Fault: Pt. 2,2017,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,Pop
254,1,232253,False,6NFyWDv5CjfwuzoCkw47Xf,False,True,Delicate,79,5,track,album,reputation,2017,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,Pop
255,1,268866,True,5k38wzpLb15YgncyWdTZE4,False,True,Him & I (with Halsey),79,3,track,album,The Beautiful & Damned,2017,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,Pop
256,2,182080,False,2WP8G2pdddDmnh1xbfKBOI,False,True,Finesse,74,5,track,album,Scorpion,2018,0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,Pop
257,1,163311,False,6VVqPBFZIbcmv14zNfOc13,False,True,She Likes It (feat. Jake Scott),77,1,track,single,She Likes It (feat. Jake Scott),2021,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,Pop
258,1,197436,False,2P91MQbaiQOfbiz9VqhqKQ,False,True,I Like Me Better,83,1,track,album,I met you when I was 18. (the playlist),2018,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,Pop
259,1,211420,True,6huNf4dutXRjJyGn7f5BPS,False,True,Pray For Me,78,7,track,compilation,The Highlights,2021,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,Pop
260,1,223846,False,5A6BJLZArq1MPjsnmcuk5f,False,True,Lights Down Low,65,5,track,album,Hell's Kitchen Angel,2016,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,Pop
261,1,199758,True,33gwZOGJWEZ7dRWPqPxBEZ,False,True,Wolves (feat. Post Malone),77,4,track,album,Detroit 2,2020,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,Pop
262,1,198973,True,6DCZcSspjsKoFjzjrWoCdn,False,True,God's Plan,84,5,track,album,Scorpion,2018,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,Pop
263,1,197546,True,5OCJzvD7sykQEKHH7qAC3C,False,True,God is a woman,80,5,track,album,Sweetener,2018,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,Pop
264,1,189893,True,59nOXPmaKlBfGMDeOVGrIK,False,True,WAIT FOR U (feat. Drake & Tems),90,7,track,album,I NEVER LIKED YOU,2022,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,Pop
265,1,200853,False,6wmAHw1szh5RCKSRjiXhPe,False,True,How Long,73,4,track,album,Voicenotes,2018,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,Pop
266,1,211360,False,2QZ7WLBE8h2y1Y5Fb8RYbH,False,True,In My Blood,76,1,track,album,Shawn Mendes,2018,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,Pop
267,1,201240,False,6Qn5zhYkTa37e91HC1D7lb,False,True,Whatever It Takes,82,3,track,album,Evolve,2017,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,Pop
268,1,214846,False,7ef4DlsgrMEH11cDZd32M6,False,True,One Kiss (with Dua Lipa),90,1,track,single,One Kiss (with Dua Lipa),2018,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,Pop
269,1,292880,False,57bgtoPSgt236HzfBOd8kj,False,True,Thunderstruck,84,1,track,album,The Razors Edge,1990,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,Pop
