,disc_number,duration_ms_x,explicit,id,is_local,is_playable,name,popularity,track_number,type_x,album_type,album_name,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Genre
371,1,203466,False,4UN6sBmFTt2IqxN3IRqJT3,False,True,Gaslighter,56,1,track,album,Gaslighter,2020,0.681,0.728,2,-7.317,1,0.0513,0.00624,0.0,0.055,0.693,131.017,Country
372,1,215033,False,01dBLHq3UWyDRWDZJXj235,False,True,Cheatin’ Songs,59,4,track,album,Let It Roll,2019,0.723,0.723,4,-5.522,1,0.0269,0.043,3.99e-05,0.326,0.694,109.988,Country
386,1,205106,False,1dyxS3YzBbL0t8rEVwVQ1K,False,True,God's Country,71,1,track,single,God's Country,2019,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,Country
391,1,186733,False,7aEtlGHoiPAfRB084NiDmx,False,True,Beer Never Broke My Heart,79,1,track,album,What You See Is What You Get,2019,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,Country
392,1,200593,False,2KKijf6Ett4kmVNJze2roh,False,True,The Git Up,71,10,track,album,Honeysuckle & Lightning Bugs,2019,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,Country
401,1,199382,False,6ERR6e7h6wCqGoz1TjiUJb,False,True,Knockin' Boots,67,1,track,single,Knockin' Boots,2019,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,Country
418,1,168960,False,2KqJC0koTBUyDlsMt5ok1V,False,True,Look What God Gave Her,72,4,track,album,Center Point Road,2019,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,Country
419,1,202920,False,4qQwGRtGT7l6ckQtdPEFd4,False,True,Talk You Out Of It,64,4,track,album,Can't Say I Ain't Country,2019,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,Country
420,1,159735,False,6KgBpzTuTRPebChN0VTyzV,False,True,Good as Hell,76,15,track,album,Cuz I Love You (Super Deluxe),2019,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,Country
421,1,207933,False,3yOs8FffuG6hPbzQG9lIqV,False,True,I Don't Know About You,68,4,track,album,Laps Around The Sun,2018,0.593,0.81,1,-5.733,1,0.0625,0.602,0.0,0.119,0.712,144.011,Country
422,1,169920,False,08tq1XcHwVt5PHXUo87i0D,False,True,All To Myself,66,4,track,album,Dan + Shay,2018,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,Country
423,1,170977,True,4C6Uex2ILwJi9sZXRdmqXp,False,True,Super Freaky Girl,93,1,track,single,Super Freaky Girl,2022,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,Country
